Time,/Condenser-1.In.MassFlow,/Condenser-1.Liq.T,/Condenser-1.Vap.MassFlow
20165,61573.84273,137.3042457,51330.44186
20168,61580.52739,137.3024548,51330.55199
20171,61588.2123,137.3072991,51330.25385
20174,61574.15341,137.3068504,51330.28186
20177,61574.7949,137.3035077,51330.48738
20180,61593.35523,137.3023445,51330.55883
20183,61576.83923,137.3043984,51330.43239
20186,61581.22685,137.3056797,51330.35358
20189,61578.79164,137.3044248,51330.43096
20192,61605.97453,137.3033888,51330.49456
20195,61573.59201,137.3099077,51330.09338
20198,61573.28117,137.3065948,51330.29767
20201,61582.74285,137.3034676,51330.48996
20204,61574.52834,137.3057175,51330.35103
20207,61574.8646,137.3044583,51330.4288
20210,61581.33356,137.3095233,51330.11657
20213,61579.8704,137.3099351,51330.09221
20216,61575.9806,137.3066509,51330.29431
20219,61576.50976,137.3041532,51330.44767
20222,61581.31255,137.3030318,51330.51654
20225,61577.74867,137.3055566,51330.36083
20228,61574.41863,137.3050691,51330.39119
20231,61579.07523,137.3052428,51330.38036
20234,61572.70846,137.3045047,51330.42594
20237,61579.65091,137.3085548,51330.17614
20240,61579.52589,137.3084811,51330.18158
20243,61576.45759,137.3054521,51330.36801
20246,61576.67188,137.3033361,51330.49791
20249,61580.7336,137.3079567,51330.21297
20252,61578.51457,137.3080431,51330.20848
20255,61576.30749,137.3046602,51330.41671
20258,61584.01085,137.3027073,51330.53654
20261,61577.61369,137.3060465,51330.33071
20264,61575.08422,137.3056046,51330.35833
20267,61580.88973,137.3031445,51330.50982
20270,61589.12864,137.3083351,51330.19017
20273,61573.91782,137.3080386,51330.20883
20276,61574.50113,137.30452,51330.42529
20279,61581.82766,137.3026442,51330.54047
20282,61588.03088,137.3078713,51330.21868
20285,61573.66869,137.3074874,51330.24273
20288,61574.80241,137.3038748,51330.46493
20291,61577.83068,137.303515,51330.4867
20294,61582.19626,137.3054965,51330.36487
20297,61579.10285,137.3045789,51330.42154
20300,61606.19154,137.3033599,51330.49638
20303,61573.46962,137.3098979,51330.0941
20306,61573.32732,137.3065894,51330.29808
20309,61577.94238,137.3034639,51330.49017
20312,61604.31983,137.3030913,51330.51281
20315,61574.01916,137.3093223,51330.12943
20318,61572.97107,137.3059804,51330.3355
20321,61577.88072,137.302924,51330.52338
20324,61594.2474,137.3031764,51330.50761
20327,61578.47562,137.3058851,51330.34094
20330,61573.48618,137.3044185,51330.43132
20333,61579.87407,137.3084604,51330.18199
20336,61579.15001,137.3083627,51330.18883
20339,61576.43428,137.3051994,51330.38351
20342,61576.77212,137.3031416,51330.50988
20345,61580.76332,137.3078152,51330.2216
20348,61578.50555,137.3079297,51330.21542
20351,61576.31154,137.3045561,51330.42306
20354,61584.01283,137.3026201,51330.54185
20357,61581.89538,137.3025502,51330.54609
20360,61590.9705,137.3087099,51330.16697
20363,61573.50867,137.3090309,51330.14772
20366,61574.02205,137.3054012,51330.37105
20369,61578.70902,137.3032083,51330.50572
20372,61577.92231,137.3031174,51330.51111
20375,61581.04611,137.3048785,51330.40279
20378,61579.18856,137.3037959,51330.46961
20381,61578.12561,137.3048905,51330.40211
20384,61580.68255,137.3029146,51330.52385
20387,61589.77817,137.3082531,51330.19518
20390,61573.98162,137.3081179,51330.20389
20393,61574.34659,137.3046651,51330.41627
20396,61581.80086,137.3027215,51330.53567
20399,61576.53378,137.3052507,51330.37966
20402,61574.58613,137.3045229,51330.42478
20405,61592.59661,137.3029871,51330.51935
20408,61574.06167,137.3046081,51330.41954
20411,61581.11979,137.3047814,51330.40897
20414,61576.2619,137.3067001,51330.29066
20417,61574.36484,137.3055959,51330.35891
20420,61592.57139,137.3038242,51330.46793
20423,61574.08029,137.3052773,51330.37843
20426,61581.08752,137.3053554,51330.37368
20429,61576.2675,137.3071788,51330.26123
20432,61574.33879,137.3059982,51330.33417
20435,61580.52004,137.3105251,51330.05498
20438,61579.73883,137.3105534,51330.05418
20441,61576.1007,137.3071687,51330.26246
20444,61576.49382,137.304624,51330.4187
20447,61579.21463,137.3034303,51330.49199
20450,61592.59016,137.3036831,51330.47636
20453,61579.29303,137.3059025,51330.33991
20456,61573.82945,137.3045383,51330.42393
20459,61579.5546,137.3085212,51330.17826
20462,61579.08456,137.3082758,51330.1942
20465,61576.51067,137.3051304,51330.3878
20468,61584.12771,137.3031148,51330.5115
20471,61581.75528,137.3030212,51330.5172
20474,61590.97763,137.3090704,51330.1449
20477,61573.52246,137.3093179,51330.13012
20480,61573.99821,137.3056376,51330.35658
20483,61578.70387,137.3033952,51330.4943
20486,61578.76952,137.3028831,51330.52562
20489,61591.99998,137.3028486,51330.5277
20492,61579.06346,137.305137,51330.38696
20495,61574.02981,137.3037495,51330.47241
20498,61579.71136,137.3078944,51330.21677
20501,61579.08668,137.3077984,51330.22352
20504,61576.51369,137.3047299,51330.41238
20507,61574.6616,137.3036831,51330.47643
20510,61581.73477,137.3043367,51330.43624
20513,61582.53614,137.3032435,51330.50361
20516,61590.4547,137.309378,51330.12598
20519,61573.23804,137.3094594,51330.12147
20522,61574.10389,137.3056303,51330.35699
20525,61578.64371,137.3034076,51330.49353
20528,61577.9457,137.3032846,51330.50087
20531,61581.05067,137.3050343,51330.39323
20534,61579.1915,137.3039322,51330.46124
20537,61578.12146,137.3050083,51330.3949
20540,61580.67042,137.3030148,51330.51773
20543,61589.77254,137.3083136,51330.19148
20546,61573.98038,137.3081669,51330.2009
20549,61574.34319,137.3047151,51330.41323
20552,61581.79722,137.3027677,51330.53284
20555,61588.05202,137.3079695,51330.21259
20558,61573.66821,137.3075721,51330.23747
20561,61574.78985,137.3039502,51330.46027
20564,61577.8282,137.3035765,51330.48289
20567,61582.19443,137.3055468,51330.36175
20570,61579.10061,137.3046211,51330.41898
20573,61606.18847,137.3033947,51330.49425
20576,61573.46758,137.3099227,51330.09253
20579,61573.32594,137.3066112,51330.29673
20582,61577.9412,137.3034833,51330.48903
20585,61604.31782,137.3031074,51330.5118
20588,61574.0186,137.3093321,51330.12887
20591,61572.97053,137.3059901,51330.33495
20594,61577.88008,137.3029334,51330.52279
20597,61594.24651,137.303184,51330.50713
20600,61578.47536,137.3058899,51330.34069
20603,61573.48591,137.3044232,51330.43105
20606,61579.87396,137.3084617,51330.18194
20609,61579.14998,137.3083639,51330.18885
20612,61576.43416,137.305202,51330.38342
20615,61576.77194,137.3031447,51330.50972
20618,61580.76336,137.307815,51330.22172
20621,61578.50554,137.3079296,51330.21546
20624,61576.31146,137.3045577,51330.423
20627,61584.01271,137.3026224,51330.54181
20630,61577.61627,137.3059789,51330.33483
20633,61575.0869,137.3055481,51330.36177
20636,61580.89362,137.3030961,51330.51275
20639,61589.13149,137.3083007,51330.19229
20642,61573.91939,137.3080103,51330.21051
20645,61574.50287,137.3044938,51330.42687
20648,61581.82923,137.3026211,51330.54185
20651,61588.03233,137.3078574,51330.21945
20654,61573.66928,137.3074756,51330.24337
20657,61574.80314,137.303862,51330.46563
20660,61577.83126,137.3035044,51330.48726
20663,61609.34116,137.3030322,51330.51632
20666,61573.93033,137.3107141,51330.04372
20669,61573.91728,137.3075488,51330.23902
20672,61577.76444,137.3042203,51330.44366
20675,61577.92586,137.3030516,51330.51529
20678,61592.26788,137.3028729,51330.52619
20681,61578.578,137.3050836,51330.39021
20684,61587.32838,137.3036978,51330.47555
20687,61579.42825,137.3044358,51330.43016
20690,61607.27693,137.3031414,51330.50975
20693,61573.33733,137.3099386,51330.09151
20696,61573.54515,137.3067189,51330.29005
20699,61577.95641,137.3035915,51330.48228
20702,61604.35938,137.3031798,51330.50733
20705,61574.00188,137.3093955,51330.12488
20708,61572.97608,137.3060468,51330.33137
20711,61577.87809,137.3029821,51330.51976
20714,61594.24608,137.3032247,51330.50459
20717,61578.47393,137.3059227,51330.33859
20720,61573.48298,137.3044511,51330.42929
20723,61579.87181,137.3084814,51330.18068
20726,61579.14874,137.3083797,51330.18775
20729,61576.43311,137.3052166,51330.38243
20732,61576.77093,137.3031578,51330.50886
20735,61580.76255,137.3078225,51330.22113
20738,61578.50498,137.3079357,51330.21502
20741,61576.31094,137.3045644,51330.42254
20744,61584.01206,137.3026288,51330.5413
20747,61577.616,137.305982,51330.33459
20750,61575.08669,137.3055509,51330.36156
20753,61580.89328,137.3030996,51330.51247
20756,61589.13091,137.3083004,51330.19222
20759,61573.91939,137.3080102,51330.21049
20762,61574.5026,137.3044956,51330.42664
20765,61581.82892,137.3026235,51330.54162
20768,61588.03197,137.3078562,51330.21951
20771,61573.66929,137.3074749,51330.24337
20774,61574.80298,137.3038633,51330.4655
20777,61577.83118,137.3035055,51330.4872
20780,61582.19661,137.3054893,51330.36518
20783,61579.10311,137.3045726,51330.42181
20786,61606.19252,137.3033544,51330.49665
20789,61573.46963,137.3098957,51330.09417
20792,61573.32737,137.3065864,51330.29816
20795,61577.9426,137.3034603,51330.49037
20798,61604.3206,137.3030883,51330.51294
20801,61574.01907,137.3093219,51330.12937
20804,61572.97107,137.305979,51330.33551
20807,61577.88081,137.3029217,51330.52346
20810,61576.23069,137.3031746,51330.50765
20813,61580.74177,137.3087054,51330.16677
20816,61580.19787,137.309224,51330.13585
20819,61576.15445,137.3062187,51330.32087
20822,61576.47415,137.3038252,51330.46786
20825,61581.29562,137.3027568,51330.53343
20828,61577.731,137.3053119,51330.37591
20831,61574.42373,137.3048557,51330.40432
20834,61579.07501,137.3050622,51330.39144
20837,61572.71619,137.304352,51330.43533
20840,61579.66394,137.3084288,51330.18386
20843,61579.53175,137.30838,51330.18778
20846,61576.46168,137.3053698,51330.37304
20849,61576.6761,137.3032689,51330.502
20852,61580.7374,137.3079004,51330.2164
20855,61578.51727,137.3079973,51330.21127
20858,61576.30954,137.3046235,51330.41892
20861,61584.01258,137.3026775,51330.53836
20864,61577.6151,137.3060212,51330.33224
20867,61575.08537,137.3055838,51330.35954
20870,61580.89063,137.303128,51330.51077
20873,61589.12931,137.3083202,51330.19107
20876,61573.91846,137.3080265,51330.20951
20879,61574.50153,137.3045108,51330.42575
20882,61581.82799,137.302637,51330.54086
20885,61588.03103,137.3078641,51330.21903
20888,61573.66892,137.3074816,51330.243
20891,61574.8026,137.3038707,51330.46515
20894,61577.83082,137.3035117,51330.48686
20897,61582.19636,137.3054933,51330.36503
20900,61579.10301,137.3045764,51330.42172
20903,61606.19119,137.3033581,51330.4965
20906,61573.46975,137.3098949,51330.09423
20909,61573.3274,137.3065877,51330.29816
20912,61577.94246,137.3034632,51330.49026
20915,61604.3194,137.3030908,51330.51281
20918,61574.01933,137.3093204,51330.12957
20921,61572.97117,137.3059796,51330.3356
20924,61577.88068,137.302924,51330.52337
20927,61594.2472,137.3031763,51330.5076
20930,61578.4757,137.3058844,51330.34102
20933,61573.48621,137.3044183,51330.43135
20936,61579.87415,137.3084592,51330.18209
20939,61579.15014,137.3083617,51330.18898
20942,61576.43434,137.3051993,51330.38358
20945,61576.77211,137.303142,51330.50988
20948,61580.76345,137.3078144,51330.22176
20951,61578.50561,137.307929,51330.2155
20954,61576.31156,137.3045563,51330.42309
20957,61584.01286,137.3026207,51330.54191
20960,61581.89544,137.3025508,51330.54615
20963,61590.97045,137.308709,51330.16715
20966,61573.50883,137.3090302,51330.14785
20969,61574.02211,137.3054015,51330.3711
20972,61578.70906,137.3032091,51330.50578
20975,61577.92237,137.3031181,51330.51117
20978,61581.04619,137.3048787,51330.40288
20981,61579.18862,137.3037964,51330.46967
20984,61578.1257,137.3048906,51330.40219
20987,61580.68259,137.3029152,51330.5239
20990,61589.77688,137.308233,51330.19646
20993,61573.98292,137.3081019,51330.20494
20996,61574.34683,137.3046623,51330.41653
20999,61577.90839,137.3041616,51330.44696
21002,61609.39583,137.303598,51330.48164
21005,61573.84149,137.3111848,51330.01486
21008,61573.9096,137.3079314,51330.21558
21011,61577.75302,137.3045314,51330.42463
21014,61577.90333,137.3033054,51330.49977
21017,61579.21269,137.3033046,51330.49965
21020,61581.23853,137.3055184,51330.36349
21023,61579.60904,137.3043655,51330.43468
21026,61576.35762,137.303167,51330.50825
21029,61579.56126,137.3075223,51330.2397
21032,61578.64004,137.3072822,51330.25531
21035,61576.60206,137.3041536,51330.44787
21038,61574.86929,137.3032511,51330.503
21041,61581.74439,137.3040428,51330.45433
21044,61582.48091,137.3030201,51330.51737
21047,61590.46609,137.3091621,51330.13929
21050,61573.27485,137.3092761,51330.13274
21053,61574.11375,137.3054933,51330.36546
21056,61578.65585,137.3033004,51330.50015
21059,61603.59885,137.3031971,51330.50629
21062,61573.76128,137.3091478,51330.14019
21065,61572.82287,137.3059128,51330.33967
21068,61582.8168,137.3028871,51330.52562
21071,61574.85916,137.3053094,51330.37608
21074,61574.8891,137.3042146,51330.44379
21077,61581.2328,137.3093054,51330.13001
21080,61579.87926,137.3098152,51330.09955
21083,61576.0111,137.3065613,51330.29986
21086,61576.51328,137.3040868,51330.45187
21089,61581.3092,137.3029786,51330.51986
21092,61577.75119,137.3055106,51330.36373
21095,61574.41928,137.3050305,51330.39366
21098,61579.07711,137.3052107,51330.3824
21101,61572.7096,137.3044781,51330.42761
21104,61579.65103,137.3085548,51330.17618
21107,61579.52621,137.3084806,51330.18165
21110,61576.45823,137.3054429,51330.36861
21113,61576.67281,137.3033227,51330.49876
21116,61592.64757,137.3027791,51330.53207
21119,61577.87393,137.3048943,51330.40193
21122,61574.42713,137.3039354,51330.46099
21125,61581.2965,137.3043576,51330.43502
21128,61574.00966,137.3059809,51330.33489
21131,61592.14164,137.3043811,51330.43368
21134,61577.68714,137.3060584,51330.33047
21137,61574.228,137.3048352,51330.40567
21140,61581.26687,137.3050543,51330.39223
21143,61574.03365,137.3065688,51330.29878
21146,61592.1124,137.3048816,51330.40288
21149,61577.68126,137.3064752,51330.30482
21152,61574.20672,137.3051764,51330.3847
21155,61581.24015,137.3053305,51330.37523
21158,61574.01704,137.3067912,51330.28509
21161,61592.09804,137.3050622,51330.39178
21164,61577.67125,137.3066219,51330.2958
21167,61574.19826,137.3052964,51330.37731
21170,61581.23422,137.3054286,51330.3692
21173,61574.01256,137.3068717,51330.28013
21176,61592.09399,137.3051285,51330.38769
21179,61577.66811,137.3066763,51330.29244
21182,61574.19559,137.3053411,51330.37456
21185,61581.23201,137.3054653,51330.36693
21188,61574.01075,137.3069018,51330.27827
21191,61592.09249,137.3051533,51330.38616
21194,61577.66691,137.3066965,51330.29119
21197,61608.16442,137.3053578,51330.37352
21200,61573.76411,137.3123057,51329.94599
21203,61573.61684,137.3087375,51330.16602
21206,61577.70629,137.3051753,51330.38503
21209,61577.91693,137.3038463,51330.46648
21212,61579.18227,137.3037479,51330.47237
21215,61581.19967,137.3058716,51330.34174
21218,61579.59068,137.3046493,51330.4172
21221,61605.96946,137.3035348,51330.48559
21224,61573.28545,137.3098713,51330.09571
21227,61573.28874,137.3065441,51330.30083
21230,61577.98715,137.3034431,51330.49145
21233,61576.28377,137.3036779,51330.47675
21236,61580.61395,137.3091271,51330.14092
21239,61580.19639,137.3095374,51330.11669
21242,61576.15692,137.3064798,51330.30486
21245,61576.4555,137.3040356,51330.455
21248,61579.25178,137.3029258,51330.52309
21251,61578.75987,137.3029569,51330.52105
21254,61580.87511,137.3049724,51330.39708
21257,61579.48256,137.3037977,51330.46961
21260,61605.93034,137.302849,51330.5278
21263,61573.39154,137.309313,51330.13009
21266,61573.30123,137.3060927,51330.32862
21269,61582.70924,137.3030757,51330.51405
21272,61574.56414,137.3053812,51330.37176
21275,61574.8677,137.3041807,51330.44595
21278,61581.34551,137.3092907,51330.13093
21281,61579.8798,137.309744,51330.10398
21284,61575.99202,137.306495,51330.30398
21287,61576.51892,137.3040269,51330.45556
21290,61581.31895,137.3029288,51330.52291
21293,61577.75458,137.305472,51330.36612
21296,61574.42298,137.305,51330.39553
21299,61579.07895,137.3051862,51330.38391
21302,61572.71129,137.3044584,51330.42882
21305,61579.65319,137.3085163,51330.17853
21308,61579.52779,137.3084496,51330.18355
21311,61576.45909,137.3054267,51330.36956
21314,61576.67306,137.3033155,51330.49915
21317,61580.73462,137.3079392,51330.21406
21320,61578.51538,137.3080288,51330.20934
21323,61576.3081,137.3046489,51330.41737
21326,61584.01141,137.3026981,51330.53714
21329,61577.61415,137.3060387,51330.3312
21332,61575.08452,137.3055982,51330.35867
21335,61580.88998,137.3031394,51330.5101
21338,61589.12887,137.3083305,51330.19046
