Name;Lat;Lon;Type;Comment
MONN;-12.5167;45.6583;SP;
MONO;-12.6950;45.4533;SP;
MONE;-12.6670;45.8040;SP;
MOCE;-12.8083;45.6333;SP;
MOSO;-13.0067;45.4800;SP;
MOSE;-12.9667;45.8167;SP;
